"Serotype","r","delta","phi_1","A_1","A_2","C1","B","C2","Gc0","Gs0","prim_bite","sec_bite"
"DENV1",1.42542,3.4568,0.122788,0.884957,4.789,1.9156,0.442479,0.884957,0.176973,0.165404,-5.6461,-4.33628
"DENV1",1.54861,3.46843,0.102387,0.846877,4.789,1.9156,0.371568,0.743136,0.933886,0.237384,-4.78356,-4.51929
"DENV1",1.32956,3.33311,0.123879,0.957801,5.06804,2.02722,0.4789,0.957801,0.133234,0.118863,-5.31513,-4.60255
"DENV1",1.37754,3.35863,0.132952,0.957801,5.16708,2.06683,0.4789,0.957801,0.122813,0.109287,-5.17197,-4.37606
"DENV1",1.29401,3.14491,0.139091,0.957801,4.84372,1.93749,0.4789,0.957801,0.0711207,0.0770307,-4.96084,-4.5895
"DENV1",1.38691,3.31385,0.103369,0.825424,4.789,1.9156,0.395988,0.791976,0.05,0.0773218,-5.00935,-5.31467
"DENV1",1.26424,3.09723,0.134374,0.957801,4.91291,1.96516,0.4789,0.957801,0.0780028,0.0802746,-5.76447,-4.72266
"DENV1",1.47995,3.38939,0.110945,0.747188,4.789,1.9156,0.373594,0.747188,0.05,0.0793827,-5.32283,-5.38237
"DENV1",1.44508,3.3785,0.115808,0.791616,4.789,1.9156,0.395808,0.791616,0.05,0.0744512,-5.51792,-5.0898
"DENV1",1.44088,3.4179,0.128739,0.954638,4.789,1.9156,0.452041,0.904082,0.400109,0.25,-5.02393,-4.23564
"DENV1",1.39549,3.43219,0.126188,0.921112,4.789,1.91519,0.46082,0.921297,0.275266,0.217819,-5.22148,-4.37736
"DENV1",1.35814,3.35244,0.131228,0.95633,4.789,1.9156,0.478165,0.95633,0.104547,0.10423,-5.75811,-4.37112
"DENV1",1.29718,3.26566,0.122525,0.957801,5.20186,2.08074,0.4789,0.957801,0.149379,0.124455,-5.86636,-4.80284
"DENV1",1.39963,3.41256,0.111554,0.833264,4.789,1.9156,0.416632,0.833264,0.785135,0.238844,-4.57658,-4.75202
"DENV1",1.26879,3.10237,0.0951747,0.957801,4.45378,1.9156,0.413754,0.827508,0.694073,0.25,-4.38209,-5.6323
"DENV1",1.41465,3.39256,0.10196,0.769527,4.71274,1.89334,0.385752,0.769534,0.0500543,0.0795673,-5.58458,-5.27123
"DENV1",1.24817,3.22185,0.116257,0.957801,5.19267,2.07707,0.4789,0.957801,0.0866766,0.0835848,-5.60545,-5.11835
"DENV1",1.40607,3.3163,0.116319,0.957801,4.31752,1.9156,0.431752,0.863503,0.50377,0.25,-4.87187,-4.51557
"DENV1",1.32189,3.3433,0.125829,0.957801,4.80065,1.92026,0.4789,0.957801,0.30745,0.215507,-4.50583,-4.66126
"DENV1",1.39158,3.38393,0.133923,0.977255,4.94193,1.97938,0.47891,0.958837,0.327646,0.214571,-5.37989,-4.35977
"DENV1",1.2775,3.24516,0.099126,0.860709,4.789,1.9156,0.419146,0.838292,0.791294,0.25,-4.24822,-5.51358
"DENV1",1.37353,3.40565,0.125614,0.931754,4.789,1.9156,0.465877,0.931754,0.158451,0.144308,-5.31132,-4.44092
"DENV1",1.38831,3.36313,0.141093,0.954177,4.789,1.9156,0.477088,0.954177,0.0583779,0.0703579,-4.39346,-4.27488
"DENV1",1.20237,3.16188,0.109504,0.957801,5.265,2.106,0.4789,0.957801,0.119069,0.103903,-5.75852,-5.29002
"DENV1",1.26445,3.23263,0.120599,0.957801,5.04743,2.01897,0.478901,0.957801,0.0768785,0.0789405,-5.46565,-5.00391
"DENV1",1.3248,3.35866,0.122721,0.957801,4.93649,1.97459,0.4789,0.957801,0.0512965,0.0647875,-4.79833,-4.65531
"DENV1",1.33004,3.12851,0.147858,0.957801,5.23954,2.09581,0.4789,0.957801,0.079013,0.0746849,-5.52219,-4.51352
"DENV1",1.19891,3.05061,0.124321,0.957801,5.12102,2.04841,0.4789,0.957801,0.05,0.0564693,-4.7343,-5.91077
"DENV1",1.37545,3.29723,0.110283,0.802311,4.789,1.9156,0.401155,0.802311,0.05,0.07477,-5.07319,-5.41944
"DENV1",1.21036,3.16988,0.109471,0.957801,5.39279,2.15712,0.4789,0.957801,0.111281,0.0973158,-5.10272,-5.2337
"DENV1",1.26894,3.25096,0.120215,0.957801,4.84539,1.93815,0.4789,0.957801,0.100799,0.0998505,-5.4094,-4.90012
"DENV1",1.33626,3.29595,0.129419,0.957801,5.27615,2.11046,0.4789,0.957801,0.175793,0.144445,-5.49628,-4.65477
"DENV1",1.22229,3.18405,0.111001,0.957801,5.19159,2.07664,0.4789,0.957801,0.110207,0.0971064,-5.86872,-5.08473
"DENV1",1.61315,3.27584,0.0929046,0.957801,3.94685,1.9156,0.334062,0.668124,0.05,0.0959114,-5.58085,-4.60556
"DENV1",1.3429,3.32394,0.12734,0.957801,5.27459,2.10984,0.4789,0.957801,0.0808405,0.0789218,-4.91176,-4.56947
"DENV1",1.25536,3.1564,0.12421,0.957801,5.13194,2.05277,0.478901,0.957801,0.0863907,0.0837495,-4.7409,-4.95905
"DENV1",1.36252,3.39825,0.100193,0.81049,4.789,1.9156,0.405245,0.81049,0.0881704,0.102412,-5.74226,-5.018
"DENV1",1.20869,3.20917,0.10659,0.957801,5.20505,2.08202,0.4789,0.957801,0.118426,0.106347,-5.58641,-5.27627
"DENV1",1.43266,3.37263,0.115475,0.7991,4.789,1.9156,0.39955,0.7991,0.05,0.0740331,-5.2546,-5.03631
"DENV1",1.34275,3.34795,0.127304,0.957801,5.02269,2.00908,0.4789,0.957801,0.129149,0.116445,-5.55237,-4.56609
"DENV1",1.55535,3.28897,0.0961709,0.957799,4.42117,1.9156,0.355135,0.710269,0.05,0.0904159,-5.46118,-4.70128
"DENV1",1.27376,3.27053,0.118595,0.957801,4.98319,1.99328,0.4789,0.957801,0.120425,0.110897,-4.92092,-4.93579
"DENV1",1.33006,3.31798,0.126038,0.957801,5.2476,2.09904,0.4789,0.957801,0.0775592,0.0764576,-5.09985,-4.70199
"DENV1",1.35669,3.3776,0.126604,0.940756,4.789,1.9156,0.470378,0.940756,0.177508,0.153092,-5.93651,-4.49653
"DENV1",1.36563,3.25437,0.148012,0.957801,5.05645,2.02258,0.4789,0.957801,0.0571257,0.0651713,-4.84272,-4.42376
"DENV1",1.32574,3.3452,0.125986,0.957801,4.83267,1.93307,0.4789,0.957801,0.492169,0.235005,-4.15418,-4.63999
"DENV1",1.38061,3.4171,0.127253,0.935851,4.789,1.9156,0.467925,0.935851,0.24154,0.193785,-5.6235,-4.3981
"DENV1",1.35029,3.33164,0.130503,0.957801,5.07977,2.03191,0.4789,0.957801,0.16476,0.139586,-5.54458,-4.52267
"DENV1",1.32167,3.28429,0.130963,0.957801,4.8269,1.93076,0.4789,0.957801,0.0987076,0.0976874,-4.88233,-4.58431
"DENV1",1.41852,3.35687,0.108545,0.782959,4.789,1.9156,0.39148,0.782959,0.05,0.0766901,-5.19343,-5.30977
"DENV1",1.35257,3.3466,0.129319,0.957801,5.04891,2.01957,0.4789,0.957801,0.128471,0.115304,-4.66071,-4.49999
"DENV1",1.30756,3.28518,0.12377,0.957801,5.19414,2.07766,0.4789,0.957801,0.125142,0.109884,-5.47557,-4.78471
"DENV1",1.28346,3.20531,0.103176,0.825091,4.789,1.9156,0.412545,0.825091,0.05,0.0717811,-4.95587,-5.8397
"DENV1",1.36516,3.35826,0.108945,0.955713,4.43653,1.91555,0.454912,0.852367,0.274766,0.227505,-5.12818,-4.74034
"DENV1",1.17652,3.19971,0.100933,0.957801,5.08195,2.03278,0.4789,0.957801,0.134606,0.120354,-5.95414,-5.48619
"DENV1",1.15882,3.13931,0.103578,0.957801,5.00665,2.00266,0.4789,0.957801,0.119857,0.111344,-5.75487,-5.59864
"DENV1",1.70086,3.11125,0.0697576,0.957793,2.54006,1.78293,0.261312,0.514854,0.648458,0.23805,-5.0686,-5.12857
"DENV1",1.34628,3.31824,0.13129,0.957802,5.16419,2.06568,0.4789,0.957801,0.0621128,0.0665375,-4.73709,-4.60002
"DENV1",1.37037,3.35983,0.133843,0.957801,5.00147,2.00059,0.478901,0.957801,0.0935555,0.0912492,-4.23087,-4.40905
"DENV1",1.21907,3.09487,0.116003,0.923414,4.789,1.9156,0.461707,0.923414,0.0944038,0.0985395,-4.5772,-5.1115
"DENV1",1.30699,3.36177,0.118921,0.954827,4.789,1.9156,0.477413,0.954827,0.05,0.0666506,-5.30641,-4.75445
"DENV1",1.44048,3.47661,0.122966,0.880611,4.789,1.9156,0.440306,0.880611,0.174609,0.164992,-5.22369,-4.26975
"DENV1",1.24428,3.1865,0.1152,0.957801,5.18166,2.07267,0.4789,0.957801,0.0923548,0.08774,-5.66941,-4.8952
"DENV1",1.42722,3.37846,0.116591,0.810867,4.789,1.9156,0.405433,0.810867,0.05,0.0732249,-5.07455,-4.93591
"DENV1",1.15043,3.061,0.104921,1.0398,4.81338,2.07812,0.494106,0.957802,0.326772,0.213975,-4.87403,-5.93238
"DENV1",1.10905,2.75938,0.134641,0.957801,4.789,1.9156,0.473627,0.947254,0.0578132,0.0635758,-5.55168,-5.5886
"DENV1",1.32866,3.21087,0.10995,0.804131,4.789,1.9156,0.402066,0.804131,0.0545558,0.074142,-4.90805,-5.73901
"DENV1",1.46182,3.51716,0.131271,0.919438,4.789,1.9156,0.459719,0.919438,0.153828,0.142826,-4.99045,-4.02357
"DENV1",1.31354,3.31671,0.125897,0.957801,4.91095,1.96438,0.4789,0.957801,0.0788659,0.0818077,-4.44846,-4.74649
"DENV1",1.35908,3.38294,0.129532,0.957801,4.92465,1.96986,0.4789,0.957801,0.05,0.0639793,-4.47153,-4.52445
"DENV1",1.23365,3.19663,0.113641,0.957801,5.18641,2.07456,0.478901,0.957801,0.111106,0.0995911,-5.51537,-5.09218
"DENV1",1.7078,3.1474,0.0912772,0.957801,3.12953,1.9156,0.296058,0.592117,0.050176,0.110936,-5.99155,-5.02
"DENV1",1.34828,3.32147,0.123686,0.913794,4.789,1.9156,0.456897,0.913794,0.113557,0.115042,-5.3623,-4.5583
"DENV1",1.57275,3.58782,0.108499,0.739855,4.78898,1.9085,0.369927,0.739855,0.05,0.0822047,-5.04549,-4.59418
"DENV1",1.30133,3.21034,0.10778,0.828533,4.789,1.9156,0.414267,0.828533,0.05,0.0712874,-5.48149,-5.76929
"DENV1",1.43141,3.47046,0.131856,0.937008,4.7878,1.91555,0.465409,0.931054,0.28397,0.212206,-4.21551,-4.1691
"DENV1",1.70142,3.69689,0.0849459,0.571632,2.85803,1.76465,0.285805,0.571658,0.05,0.0956267,-4.76011,-4.53634
"DENV1",1.28805,3.22453,0.128737,0.957801,4.89353,1.95741,0.4789,0.957801,0.0796422,0.0832355,-4.73805,-4.78672
"DENV1",1.52847,3.50112,0.111278,0.754345,4.789,1.9156,0.377172,0.754345,0.0598151,0.0876101,-4.8823,-4.82091
"DENV1",1.47983,3.49467,0.124312,0.84621,4.789,1.9156,0.423105,0.84621,0.05,0.0720371,-4.94162,-4.27914
"DENV1",1.35748,3.38827,0.125811,0.942797,4.789,1.9156,0.471399,0.942797,0.143976,0.132612,-5.16813,-4.48931
"DENV1",1.24463,3.23117,0.115122,0.957801,4.95002,1.98001,0.4789,0.957801,0.121399,0.112575,-5.68071,-5.06111
"DENV1",1.3119,3.27412,0.105276,0.831376,4.789,1.9156,0.415688,0.831376,0.0559772,0.075283,-4.91626,-5.41614
"DENV1",1.49407,3.54747,0.110656,0.798558,4.789,1.9156,0.399279,0.798558,0.117022,0.127951,-5.5885,-4.38653
"DENV1",1.37535,3.29702,0.116901,0.82257,4.789,1.9156,0.411285,0.82257,0.0781499,0.0929327,-5.72029,-5.09058
"DENV1",1.28408,3.33018,0.0990892,0.857142,4.789,1.9156,0.428571,0.857142,0.0730121,0.0872941,-5.47571,-5.24622
"DENV1",1.1833,3.16609,0.10613,0.957801,5.05514,2.02206,0.4789,0.957801,0.125899,0.114415,-5.625,-5.43096
"DENV1",1.26705,3.19503,0.120038,0.957801,5.14368,2.05747,0.4789,0.957801,0.110313,0.0996477,-5.93347,-4.78826
"DENV1",1.25415,3.27125,0.112886,0.957801,5.08848,2.03539,0.4789,0.957801,0.100144,0.0938636,-5.76718,-5.06196
"DENV1",1.39664,3.42207,0.127583,0.918084,4.789,1.9156,0.459042,0.918085,0.111426,0.111448,-5.28897,-4.38099
"DENV1",1.32141,3.35922,0.119218,0.934138,4.789,1.9156,0.467067,0.934134,0.395217,0.247336,-4.31404,-4.76298
"DENV1",1.29727,3.34196,0.119096,0.959179,4.80176,1.92131,0.479373,0.958343,0.278404,0.207272,-5.00829,-4.85698
"DENV1",1.31106,3.26502,0.112187,0.880591,4.83775,1.9351,0.440295,0.880591,0.090296,0.0994143,-5.63556,-4.78365
"DENV1",1.57513,3.8707,0.0775792,0.614228,4.83775,1.51708,0.307109,0.686732,0.05,0.0911032,-5.80826,-4.67932
"DENV1",1.29932,3.34798,0.0856432,0.766703,4.83775,1.71522,0.383352,0.766703,0.05,0.0784997,-4.83714,-5.54365
"DENV1",1.27875,3.26477,0.117242,0.950345,4.83775,1.9351,0.475173,0.950345,0.0736893,0.0815974,-5.57569,-4.69243
"DENV1",1.33235,3.28068,0.115719,0.880713,4.83775,1.9351,0.440356,0.880713,0.05,0.0706164,-4.62478,-4.75942
"DENV1",1.29035,3.19918,0.129468,0.96755,4.8567,1.94268,0.483775,0.96755,0.0629674,0.067611,-5.62891,-4.45993
"DENV1",1.25492,3.27547,0.0917163,0.845735,4.83775,1.9351,0.422868,0.845735,0.05,0.074275,-5.4178,-5.18731
"DENV1",1.13977,3.11748,0.0988666,0.967551,5.06386,2.02554,0.483775,0.96755,0.0998521,0.097283,-5.66188,-5.49039
"DENV1",1,3.22258,0.080474,0.503445,2.60416,1.9351,0.409239,0.694208,1,0.148886,-4.84437,-5.65958
"DENV1",1.18622,3.11358,0.111693,0.967551,4.88419,1.95368,0.483775,0.96755,0.0847855,0.0852249,-6.02302,-5.13448
"DENV1",1.29104,3.27411,0.114544,0.927439,4.83775,1.9351,0.463719,0.927439,0.125546,0.121979,-5.60765,-4.67891
"DENV1",1.31187,3.16641,0.111722,0.820017,4.83775,1.9351,0.410008,0.820017,0.05,0.072037,-4.66022,-5.44282
"DENV1",1.24354,3.10751,0.128138,0.96755,5.10874,2.0435,0.483775,0.96755,0.05,0.0593346,-4.19522,-5.48455
"DENV1",1.15044,3.08453,0.104799,0.942651,4.83775,1.9351,0.471326,0.942651,0.0552399,0.069561,-5.65041,-5.64263
"DENV1",1.37038,3.37439,0.115835,0.89276,4.83775,1.9351,0.44638,0.89276,0.05,0.0713148,-5.55164,-4.42314
"DENV1",1.24013,3.23324,0.0996043,0.886013,4.83775,1.9351,0.443006,0.886013,0.05,0.0720301,-5.82076,-5.23107
"DENV1",1.52211,3.10794,0.0984228,0.96755,3.97373,1.9351,0.350919,0.701839,0.0654807,0.0984229,-5.48524,-4.82098
"DENV1",1.28166,3.08536,0.0939806,0.967536,4.83775,1.9351,0.412527,0.825054,0.0669108,0.0888239,-5.52279,-5.39709
"DENV1",1.24767,3.21871,0.0850375,0.789633,4.19347,1.9351,0.394817,0.789633,1,0.204939,-5.00619,-5.35831
"DENV1",1.2387,3.13063,0.0999579,0.96755,4.44136,1.93257,0.444137,0.890239,0.324566,0.25,-5.39661,-5.20818
"DENV1",1.23993,3.19273,0.0757768,0.834683,4.73727,1.9351,0.380652,0.784267,0.988815,0.233538,-4.69411,-5.60762
"DENV1",1.21648,3.18907,0.105477,0.920669,4.83775,1.9351,0.460335,0.920669,0.146245,0.140828,-5.66122,-5.21471
"DENV1",1.17207,3.17276,0.103898,0.974005,4.87002,1.94801,0.483775,0.96755,0.55295,0.25,-4.85193,-5.3429
"DENV1",1.47896,3.49637,0.0762732,0.636899,3.33576,1.93508,0.318447,0.651513,1,0.167052,-4.74836,-4.46145
"DENV1",1.16744,3.0111,0.0785138,0.96755,4.14778,1.9351,0.414778,0.829557,0.677416,0.25,-4.79107,-5.87851
"DENV1",1.29564,3.15922,0.0673212,0.722085,3.07199,1.93509,0.352124,0.601241,0.999994,0.25,-5.84509,-5.12787
"DENV1",1.42543,3.39264,0.0560193,0.758147,3.84023,1.52259,0.298422,0.595371,0.999993,0.234498,-5.49112,-5.44915
"DENV1",1.35025,3.35632,0.107603,0.866605,4.83775,1.9351,0.433302,0.866605,0.127919,0.132846,-5.97466,-4.56241
"DENV1",1.22655,3.14175,0.114214,0.96755,5.2878,2.11512,0.483775,0.96755,0.098039,0.0878322,-5.97706,-4.93239
"DENV1",1.32869,3.27563,0.11547,0.880356,4.83775,1.9351,0.440178,0.880356,0.0641679,0.0806186,-5.50605,-4.68379
"DENV1",1.49526,3.66899,0.0797256,0.689789,4.83775,1.50606,0.336674,0.673348,0.05,0.0876692,-5.49028,-4.89442
"DENV1",1.68993,3.74166,0.076594,0.733858,4.83774,1.75088,0.274775,0.75933,0.0500394,0.0988637,-5.46912,-4.50205
"DENV1",1.23111,3.17428,0.103591,0.884957,4.83775,1.9351,0.442479,0.884957,0.05,0.0702657,-5.42454,-5.38115
"DENV1",1.22533,3.18618,0.0975248,0.743136,3.71568,1.9351,0.435596,0.743136,1,0.162039,-4.50672,-5.04618
"DENV1",1.20004,3.17624,0.108309,0.96755,5.06804,2.02722,0.483775,0.96755,0.160484,0.141334,-6.15332,-5.17992
"DENV1",1.28294,3.23457,0.12249,0.96755,5.16708,2.06683,0.483775,0.96755,0.138227,0.121515,-5.6546,-4.70479
"DENV1",1.16622,3.05346,0.11609,0.96755,4.84372,1.93749,0.483775,0.96755,0.0831907,0.0867036,-5.73861,-5.31781
"DENV1",1.38529,3.27472,0.109727,0.791976,4.83775,1.9351,0.395988,0.791976,0.05,0.0758092,-4.33706,-5.16278
"DENV1",1.21722,3.12124,0.118225,0.967551,4.91291,1.96516,0.483775,0.96755,0.0899925,0.0901032,-6.03966,-4.88122
"DENV1",1.54237,3.47747,0.112044,0.747188,4.83775,1.9351,0.373594,0.747188,0.05,0.0823402,-5.20227,-4.58096
"DENV1",1.51784,3.48431,0.117078,0.791616,4.83775,1.9351,0.395808,0.791616,0.05,0.0778899,-5.23377,-4.2455
"DENV1",1.2447,3.18929,0.0997347,0.96755,4.52041,1.9351,0.452041,0.904082,0.602106,0.25,-5.02376,-5.05055
"DENV1",1.19111,3.14408,0.0975546,0.96755,4.61088,1.9351,0.460556,0.921112,0.616178,0.25,-4.40589,-5.36843
"DENV1",1.30686,3.28252,0.123684,0.95633,4.83775,1.9351,0.478165,0.95633,0.0754967,0.0812983,-5.65671,-4.50432
"DENV1",1.30847,3.25107,0.126643,0.96755,5.20186,2.08074,0.483775,0.96755,0.159372,0.129073,-5.57545,-4.54876
"DENV1",1.28289,3.11102,0.115574,0.833264,4.83775,1.9351,0.416632,0.833264,0.05,0.0685691,-5.0252,-5.55679
"DENV1",1.38566,3.35764,0.108186,0.827508,4.83775,1.9351,0.413754,0.827508,0.05,0.0758477,-5.00428,-4.66397
"DENV1",1.38609,3.23398,0.111848,0.769526,4.83775,1.9351,0.384763,0.769526,0.05,0.07626,-4.54904,-5.47226
"DENV1",1.18132,3.07189,0.114644,0.96755,5.19267,2.07707,0.483775,0.96755,0.0607441,0.0662707,-5.57328,-5.3849
"DENV1",1.22505,3.16436,0.0860678,0.96755,4.31752,1.9351,0.431752,0.863503,0.642361,0.25,-5.56413,-5.30511
"DENV1",1.14568,3.11992,0.102441,0.96755,4.83775,1.9351,0.480065,0.96013,0.36141,0.25,-5.52425,-5.56996
"DENV1",1.10418,3.06598,0.095759,0.992768,4.83775,1.98554,0.483775,0.96755,0.580595,0.25,-5.66589,-5.86398
"DENV1",1.17044,2.99982,0.0822686,0.96755,4.19773,1.9351,0.419146,0.838292,0.676627,0.25,-5.40052,-5.85295
"DENV1",1.20612,3.11637,0.113472,0.931754,4.83775,1.9351,0.465877,0.931754,0.05,0.0653202,-5.03585,-5.3849
"DENV1",1.2285,3.2464,0.107595,0.96755,4.77088,1.9351,0.477088,0.954177,0.414208,0.25,-4.46531,-5.00967
"DENV1",1.2075,3.15722,0.108739,0.96755,5.265,2.106,0.483775,0.96755,0.117258,0.105571,-5.79631,-5.03512
"DENV1",1.20771,3.11706,0.117876,0.96755,5.04743,2.01897,0.483775,0.96755,0.0588416,0.0671371,-5.45895,-5.13862
"DENV1",1.28894,3.24081,0.126475,0.96755,4.93649,1.97459,0.483775,0.96755,0.05,0.0635282,-4.50959,-4.83079
"DENV1",1.31563,3.18957,0.132275,0.96755,5.23954,2.09581,0.483775,0.96755,0.0944362,0.0894217,-5.70635,-4.37182
"DENV1",1.21515,3.1073,0.120202,0.96755,5.12102,2.04841,0.483775,0.96755,0.0530549,0.0618601,-4.86003,-5.16276
"DENV1",1.40447,3.36685,0.105899,0.802311,4.83775,1.9351,0.401155,0.802311,0.05,0.0776669,-5.05644,-4.74804
"DENV1",1.16473,3.10035,0.104329,0.96755,5.39279,2.15712,0.483775,0.96755,0.107696,0.0966151,-5.40585,-5.38381
"DENV1",1.24671,3.24484,0.113542,0.96755,4.84539,1.93815,0.483775,0.96755,0.0989221,0.100227,-5.55713,-4.80014
"DENV1",1.26047,3.13265,0.125468,0.96755,5.27615,2.11046,0.483775,0.96755,0.05,0.0578515,-4.80823,-5.27312
"DENV1",1.17274,3.0899,0.109059,0.96755,5.19159,2.07664,0.483775,0.96755,0.102203,0.0910566,-6.05217,-5.34225
"DENV1",1.66854,3.45945,0.0875698,0.914435,4.83775,1.9351,0.334062,0.669975,0.0516724,0.100913,-5.62311,-3.97032
"DENV1",1.17543,3.07008,0.112322,0.96755,5.27459,2.10984,0.483775,0.96755,0.0612406,0.0653353,-5.56398,-5.43821
"DENV1",1.15356,3.04901,0.109798,0.96755,5.13194,2.05277,0.483775,0.96755,0.0904544,0.087822,-5.3733,-5.48427
"DENV1",1.25464,3.09747,0.10173,0.81049,4.83775,1.9351,0.405245,0.81049,0.05,0.0712072,-5.42419,-6.09334
"DENV1",1.22241,3.20021,0.108786,0.96755,5.20505,2.08202,0.483775,0.96755,0.104596,0.0976856,-5.44045,-4.98806
"DENV1",1.39568,3.32323,0.107764,0.7991,4.83775,1.9351,0.39955,0.7991,0.05,0.0764899,-5.50905,-4.95004
"DENV1",1.27961,3.28653,0.116295,0.967553,5.02269,2.00908,0.483775,0.96755,0.24,0.189098,-5.6057,-4.68184
"DENV1",1.46953,3.51106,0.0846972,0.746172,4.83713,1.9351,0.356845,0.726895,0.205018,0.196148,-5.23571,-4.43914
"DENV1",1.14649,3.10281,0.10517,0.967551,4.98315,1.99328,0.483801,0.96755,0.14568,0.131287,-5.76307,-5.60307
"DENV1",1.28568,3.14588,0.122507,1.04952,5.2476,2.09904,0.483775,0.967552,0.198999,0.159953,-5.52289,-4.82594
"DENV1",1.26885,3.28003,0.111114,0.940756,4.83775,1.9351,0.470378,0.940756,0.297266,0.222363,-6.0364,-4.78579
"DENV1",1.26145,3.22354,0.118377,1.00116,5.03968,2.02252,0.486266,0.967573,0.321473,0.222409,-4.74627,-5.05301
"DENV1",1.14615,3.13867,0.101822,0.966535,4.83775,1.9351,0.483267,0.966535,0.731782,0.217364,-4.06584,-5.54336
"DENV1",1.17158,3.14821,0.0991444,0.954613,4.83775,1.9351,0.467925,0.935851,0.641203,0.25,-4.62256,-5.48017
"DENV1",1.16891,3.12841,0.105921,0.970081,5.07977,2.03191,0.483775,0.96755,0.374684,0.25,-5.59377,-5.40331
"DENV1",1.22148,3.19511,0.113684,0.96538,4.83775,1.9351,0.48269,0.965379,0.11389,0.111338,-5.61411,-4.99355
"DENV1",1.45747,3.44499,0.105106,0.782959,4.83775,1.9351,0.39148,0.782959,0.05,0.0804716,-5.07771,-4.51731
"DENV1",1.20964,3.17888,0.110909,0.96755,5.04891,2.01957,0.483775,0.96755,0.172646,0.150838,-5.55789,-5.1268
"DENV1",1.2414,3.15778,0.118379,0.986067,5.19324,2.07735,0.483779,0.968923,0.141071,0.122433,-5.81394,-5.01738
"DENV1",1.3139,3.20124,0.108282,0.825091,4.83775,1.9351,0.412545,0.825091,0.05,0.0723639,-4.53619,-5.34364
"DENV1",1.24264,3.0954,0.0961865,0.96755,4.20907,1.9351,0.420907,0.891039,0.315134,0.25,-6.04395,-5.33815
"DENV1",1.2242,3.22711,0.107333,0.96755,5.08195,2.03278,0.483775,0.96755,0.114061,0.106173,-5.52787,-4.97444
"DENV1",1.16521,3.12792,0.104552,0.967552,5.00665,2.00266,0.483775,0.96755,0.11271,0.107478,-5.69338,-5.34394
"DENV1",1.75794,4.11714,0.0556768,0.610274,4.77927,1.01588,0.253967,0.523491,0.05,0.0985841,-5.32885,-5.06765
"DENV1",1.19782,3.07597,0.110491,1.03038,5.16419,2.06566,0.483952,0.968044,0.380322,0.244795,-5.20863,-5.30424
"DENV1",1.19074,3.11337,0.110996,1.00029,5.00147,2.00059,0.483775,0.96755,0.215176,0.177907,-5.12642,-5.34326
"DENV1",1.15038,3.10385,0.0964144,0.923414,4.83775,1.9351,0.461707,0.923414,0.119219,0.118992,-5.17809,-5.44109
"DENV1",1.19594,3.17373,0.107237,0.96755,4.81809,1.9351,0.477413,0.954827,0.384176,0.25,-5.49405,-5.21546
"DENV1",1.21486,3.15098,0.101329,0.880611,4.83775,1.9351,0.440306,0.880611,0.05,0.0701796,-5.14708,-5.53603
"DENV1",1.2209,3.14417,0.113167,0.96755,5.18166,2.07267,0.483775,0.96755,0.0886612,0.0858672,-5.77423,-4.87522
"DENV1",1.36266,3.27825,0.107802,0.810867,4.83775,1.9351,0.405433,0.810867,0.05,0.0761394,-5.42276,-5.08624
"DENV1",1.30733,3.19597,0.133595,0.96755,5.19901,2.07961,0.483775,0.96755,0.0565189,0.0629727,-4.4856,-4.55146
"DENV1",1.13833,2.98,0.111077,0.947254,4.83775,1.9351,0.473627,0.947254,0.0890231,0.0929019,-5.5262,-5.44706
"DENV1",1.37954,3.29711,0.108781,0.804131,4.83775,1.9351,0.402066,0.804131,0.056386,0.0804903,-4.70561,-4.95916
"DENV1",1.19839,3.10219,0.110622,0.919438,4.83775,1.9351,0.459719,0.919438,0.05,0.0646804,-5.2179,-5.49009
"DENV1",1.19591,3.11249,0.116989,0.96755,4.91095,1.96438,0.483775,0.96755,0.05,0.0628352,-4.50214,-5.36719
"DENV1",1.16746,3.13954,0.104482,0.98493,4.86683,1.96986,0.483775,0.96755,0.403728,0.25,-5.10331,-5.39647
"DENV1",1.16089,3.06559,0.109804,0.96755,5.18641,2.07456,0.483775,0.96755,0.0996668,0.0909057,-5.79782,-5.50195
"DENV1",1.40819,2.98088,0.0756629,0.943559,2.96058,1.88275,0.296407,0.755839,0.950428,0.134444,-4.95863,-5.57536
"DENV1",1.2671,3.23832,0.109996,0.913795,4.83775,1.9351,0.456897,0.913794,0.114627,0.116886,-5.81478,-4.86667
"DENV1",1.43801,3.30235,0.107756,0.739855,4.83775,1.9351,0.369927,0.739855,0.05,0.0797154,-4.79604,-5.49802
"DENV1",1.32186,3.21706,0.108931,0.828533,4.83775,1.9351,0.414267,0.828533,0.05,0.0725525,-5.26786,-5.29949
"DENV1",1.21594,3.16378,0.105345,0.96755,4.83775,1.9351,0.465402,0.930803,0.344686,0.25,-5.38518,-5.20693
"DENV1",1.05831,3.24149,0.0670331,0.571605,3.11979,1.9351,0.388066,0.679142,0.999999,0.190406,-4.65514,-5.81254
"DENV1",1.18936,3.12081,0.114059,0.96755,4.89354,1.95741,0.483775,0.96755,0.0761185,0.0815351,-5.27208,-5.21746
"DENV1",1.44817,3.22676,0.0916847,0.967501,4.83775,1.9351,0.377172,0.754345,0.0551243,0.0937204,-5.6702,-4.69812
"DENV1",1.3384,3.29063,0.108544,0.84621,4.83775,1.9351,0.423105,0.84621,0.05,0.0738194,-5.65744,-4.8848
