"Serotype","r","delta","phi_1","A_1","A_2","C1","B","C2","Gc0","Gs0","prim_bite","sec_bite"
"DENV1",1.62533,3.7052,0.0650799,0.702403,3.95759,1.80461,0.276003,0.635119,0.98052,0.249999,-5.43876,-4.55411
"DENV1",1.19282,3.37274,0.0873771,0.902354,4.42479,1.80471,0.442479,0.884957,0.473802,0.25,-5.01438,-5.60334
"DENV1",1.29678,3.51523,0.0965623,0.743137,3.75302,1.77672,0.409455,0.82103,0.996717,0.146895,-4.39136,-4.86937
"DENV1",1.23439,3.37041,0.0961873,0.902354,5.06804,2.02722,0.451177,0.902354,0.187463,0.147401,-5.85388,-5.19482
"DENV1",1.24213,3.15956,0.106025,1.03342,4.51177,2.06683,0.468892,0.902354,0.151425,0.119123,-5.72822,-5.14521
"DENV1",1.2932,3.18279,0.129124,0.902354,4.84372,1.93749,0.451177,0.902354,0.0784578,0.07739,-4.90732,-5.02053
"DENV1",1.2695,3.32077,0.0784113,0.902354,3.95988,1.80471,0.395988,0.791976,0.594506,0.25,-5.04347,-5.44619
"DENV1",1.25348,3.13654,0.120818,0.902355,4.91286,1.96516,0.451177,0.902355,0.0867205,0.0813179,-5.71094,-5.41246
"DENV1",1.32384,3.53141,0.0878744,0.747198,3.73594,1.78684,0.37437,0.839515,0.986019,0.149458,-5.01374,-5.09727
"DENV1",1.41768,3.64126,0.0928375,0.791616,4.51177,1.80471,0.395808,0.791616,0.877577,0.206246,-4.1763,-4.46337
"DENV1",1.21323,3.4029,0.093521,0.904082,4.52041,1.80816,0.451177,0.902354,0.478044,0.25,-5.67583,-5.3905
"DENV1",1.26218,3.44085,0.0996085,0.902355,4.60556,1.8422,0.45118,0.902355,0.348322,0.230481,-5.50378,-5.0522
"DENV1",1.25265,3.21621,0.115301,0.90241,4.77355,1.91265,0.451177,0.902354,0.0841497,0.0828191,-6.0021,-5.39459
"DENV1",1.31169,3.406,0.107971,0.902354,5.20186,2.08074,0.451177,0.902354,0.192071,0.142521,-5.66735,-4.72708
"DENV1",1.33111,3.50606,0.0957145,0.833264,4.46259,1.80471,0.416632,0.833264,1,0.157894,-4.24478,-4.84212
"DENV1",1.21571,3.33027,0.0785739,0.902354,4.30234,1.80471,0.413754,0.827508,0.639134,0.25,-5.01276,-5.69829
"DENV1",1.39678,3.47948,0.0848802,0.902354,3.84763,1.67431,0.384763,0.769526,0.484752,0.25,-5.62681,-4.77886
"DENV1",1.29644,3.3295,0.110854,1.00503,4.89442,1.93174,0.463962,0.917396,0.322298,0.194945,-4.35011,-4.99553
"DENV1",1.31038,3.47711,0.095793,0.902354,4.31752,1.80471,0.431752,0.863503,0.472808,0.25,-5.61023,-4.8613
"DENV1",1.18741,3.31867,0.0897764,0.931417,4.80065,1.92026,0.451177,0.902354,0.506677,0.25,-4.60545,-5.6018
"DENV1",1.19608,3.33747,0.0918753,0.902354,4.96384,1.98554,0.451177,0.902354,0.842102,0.201478,-4.39378,-5.47558
"DENV1",1.20241,3.35704,0.0792388,0.884247,4.51177,1.80471,0.419146,0.838292,0.685784,0.25,-5.18786,-5.74471
"DENV1",1.19563,3.36967,0.0915607,0.902354,4.65877,1.86351,0.451177,0.902354,0.297666,0.214293,-5.89268,-5.51583
"DENV1",1.31417,3.264,0.12787,0.902354,4.77088,1.90835,0.451177,0.902354,0.0599791,0.0673356,-4.74488,-4.91692
"DENV1",1.24248,3.32392,0.098055,0.902354,5.265,2.106,0.451177,0.902354,0.1462,0.119033,-5.63047,-4.92502
"DENV1",1.34536,3.24571,0.133477,0.902354,5.04743,2.01897,0.451177,0.902354,0.0530123,0.0585585,-4.41606,-4.92158
"DENV1",1.16479,3.26325,0.0870707,0.948577,4.93649,1.97459,0.451177,0.902354,0.451735,0.25,-5.35888,-5.77486
"DENV1",1.30373,3.10276,0.136398,0.902354,5.23954,2.09581,0.451177,0.902354,0.0866195,0.075985,-5.59476,-5.47846
"DENV1",1.37686,3.44478,0.119064,0.902354,5.12102,2.04841,0.451177,0.902354,0.0818261,0.0791769,-4.27603,-4.45069
"DENV1",1.46639,3.56937,0.110277,0.802311,4.51177,1.80471,0.401155,0.802311,0.05,0.0746792,-4.69897,-4.40209
"DENV1",1.14928,3.20351,0.08963,0.902354,5.39279,2.15712,0.451177,0.902354,0.141509,0.114618,-5.57488,-5.65536
"DENV1",1.25024,3.37489,0.0997031,0.902354,4.84539,1.93815,0.451177,0.902354,0.127286,0.113325,-5.57173,-5.07893
"DENV1",1.24124,3.35459,0.0972915,0.902354,5.27615,2.11046,0.451177,0.902354,0.29773,0.208449,-5.86489,-5.1099
"DENV1",1.23182,3.28186,0.100723,0.902354,5.19159,2.07664,0.451177,0.902354,0.124689,0.100127,-5.69863,-5.09684
"DENV1",1.38872,3.64136,0.0669151,0.668124,4.51177,1.80471,0.334066,0.668124,0.0593042,0.0798035,-5.36466,-4.95104
"DENV1",1.22058,3.29287,0.098324,0.902354,5.27459,2.10984,0.451177,0.902354,0.0920887,0.082946,-5.51333,-5.27536
"DENV1",1.17549,3.2134,0.0956431,0.902354,5.13194,2.05277,0.451177,0.902354,0.121633,0.105425,-5.33685,-5.52978
"DENV1",1.36064,3.58792,0.0902946,0.81049,4.51177,1.80471,0.405245,0.81049,0.107917,0.114043,-5.94727,-4.7143
"DENV1",1.20342,3.30676,0.0934328,0.902354,5.20505,2.08202,0.451177,0.902354,0.132617,0.109723,-5.54581,-5.32408
"DENV1",1.50724,3.58805,0.116673,0.7991,4.51177,1.80471,0.39955,0.7991,0.05,0.0736866,-4.9339,-4.25889
"DENV1",1.22981,3.2333,0.102606,1.00454,4.51177,2.00908,0.473386,0.902354,0.168797,0.133497,-5.98266,-5.15936
"DENV1",1.50527,3.75846,0.0833651,0.710269,4.51177,1.80471,0.355135,0.710269,0.25057,0.222563,-5.51759,-4.24661
"DENV1",1.20675,3.35631,0.0920107,0.902354,4.98319,1.99328,0.451177,0.902354,0.164946,0.135938,-5.45536,-5.36784
"DENV1",1.25763,3.12416,0.112148,1.04909,4.51185,2.09901,0.463877,0.92189,0.22616,0.157602,-5.28986,-5.1948
"DENV1",1.2727,3.43428,0.10149,0.902354,4.70378,1.88151,0.451177,0.902354,0.296981,0.203393,-5.91828,-4.98789
"DENV1",1.29458,3.14141,0.132633,0.902354,5.05645,2.02258,0.451177,0.902354,0.0574504,0.0618594,-5.25794,-5.33296
"DENV1",1.39977,3.48208,0.123576,0.902354,4.83267,1.93307,0.451177,0.902354,0.05,0.0629684,-4.73166,-4.35918
"DENV1",1.3602,3.42043,0.122677,0.902354,4.67925,1.8717,0.451177,0.902354,0.05,0.0636567,-4.84961,-4.571
"DENV1",1.15617,3.17851,0.0874739,1.01561,5.07977,2.03191,0.460359,0.902478,0.467625,0.243214,-5.45109,-5.82446
"DENV1",1.26594,3.13409,0.119036,0.965378,4.8269,1.93076,0.451177,0.902354,0.108379,0.0996652,-5.28247,-5.40644
"DENV1",1.26912,3.31471,0.0763678,0.902354,3.9148,1.80471,0.39148,0.782959,0.602579,0.25,-5.49397,-5.48544
"DENV1",1.20006,3.33226,0.0925884,0.902354,5.04891,2.01957,0.451177,0.902354,0.220615,0.170907,-5.63752,-5.43001
"DENV1",1.26426,3.14699,0.11786,1.03745,4.51177,2.07438,0.480547,0.916524,0.134484,0.10667,-5.2549,-5.012
"DENV1",1.27931,3.36647,0.0862962,0.902354,4.16558,1.80471,0.412545,0.825091,0.377268,0.25,-5.56336,-5.24861
"DENV1",1.31823,3.47655,0.0913107,0.902354,4.20907,1.78119,0.420907,0.841814,0.470109,0.25,-4.21274,-4.90619
"DENV1",1.22854,3.36595,0.0939545,0.902354,5.08195,2.03278,0.451177,0.902354,0.141306,0.116982,-5.4898,-5.15547
"DENV1",1.14631,3.2374,0.0886356,0.902354,5.00665,2.00266,0.451177,0.902354,0.143691,0.122162,-5.8338,-5.77775
"DENV1",1.65535,4.26442,0.0500114,0.580954,4.50945,1.01587,0.27361,0.507969,0.0502419,0.0948531,-5.67459,-5.02699
"DENV1",1.21153,3.33298,0.0939927,0.902354,5.16419,2.06568,0.451177,0.902354,0.0811532,0.0781822,-5.67749,-5.33291
"DENV1",1.17162,3.27947,0.0913849,0.902354,5.00147,2.00059,0.451177,0.902354,0.0923517,0.0875991,-5.27861,-5.68
"DENV1",1.16013,3.00565,0.115027,0.902354,4.61707,1.84683,0.451177,0.902354,0.0807655,0.0807573,-4.5956,-5.78169
"DENV1",1.13302,3.30335,0.0837885,0.902354,4.77413,1.90965,0.451177,0.902354,0.649697,0.244321,-4.62622,-5.98167
"DENV1",1.17239,3.34284,0.0846049,0.902354,4.40306,1.80471,0.440306,0.88131,0.42001,0.25,-5.18336,-5.78248
"DENV1",1.26003,3.3238,0.100967,0.902354,5.18166,2.07267,0.451177,0.902354,0.121636,0.105615,-5.73301,-4.66827
"DENV1",1.43911,3.49941,0.112706,0.810867,4.51177,1.80471,0.405433,0.810867,0.05,0.0724367,-5.05211,-4.60217
"DENV1",1.20475,3.17099,0.0942869,1.01074,4.70171,2.07732,0.451259,0.902354,0.353934,0.211369,-4.76655,-5.60194
"DENV1",1.1916,2.86337,0.135845,0.947254,4.73627,1.89451,0.451177,0.902354,0.0591174,0.0615537,-4.97922,-5.32454
"DENV1",1.36496,3.31417,0.113848,0.804131,4.51177,1.80471,0.402066,0.804131,0.0533119,0.0734319,-4.60601,-5.2042
"DENV1",1.28941,3.46854,0.10273,0.902354,4.59719,1.83888,0.451177,0.902354,0.190678,0.157449,-5.71944,-4.87239
"DENV1",1.28955,3.28601,0.107325,0.982191,4.90204,1.96438,0.451177,0.902354,0.32286,0.213428,-4.2602,-5.04492
"DENV1",1.36827,3.43272,0.110422,0.98493,4.92465,1.96986,0.451177,0.902354,0.249193,0.180816,-5.14478,-4.50487
"DENV1",1.2391,3.33235,0.0971624,0.902354,5.18641,2.07456,0.451177,0.902354,0.143635,0.11872,-5.62991,-4.97084
"DENV1",1.10239,3.52595,0.0742822,0.592117,3.50077,1.80471,0.451106,0.645007,1,0.215169,-4.61493,-5.18835
"DENV1",1.2497,3.28647,0.110476,0.902354,4.56897,1.82759,0.451177,0.902354,0.106856,0.102245,-5.55839,-5.15114
"DENV1",1.52486,3.46422,0.121117,0.739855,4.51177,1.80471,0.369927,0.739855,0.05,0.0754367,-4.32184,-4.85289
"DENV1",1.32464,3.26077,0.115957,0.828533,4.51177,1.80471,0.414267,0.828533,0.05,0.0680103,-4.91487,-5.45742
"DENV1",1.32839,3.40658,0.11657,0.902354,4.65402,1.86161,0.451177,0.902354,0.05,0.0648728,-4.37628,-4.75852
"DENV1",1.24758,3.61603,0.0636328,0.611339,4.13496,1.80372,0.342343,0.713692,0.999887,0.25,-5.05946,-5.56962
"DENV1",1.35002,3.3552,0.123932,0.902354,4.89354,1.95741,0.451177,0.902354,0.084493,0.0822559,-4.33071,-4.60922
"DENV1",1.37535,3.57321,0.0835828,0.75678,4.51174,1.80471,0.377172,0.754345,0.0707108,0.0951479,-5.89088,-4.84045
"DENV1",1.40677,3.52136,0.112503,0.84621,4.51177,1.80471,0.423105,0.84621,0.05,0.071148,-5.25513,-4.46849
"DENV1",1.2566,3.43126,0.0978075,0.902354,4.71399,1.88559,0.451177,0.902354,0.182963,0.152629,-5.85617,-5.06684
"DENV1",1.28372,3.41827,0.101632,0.902354,4.95002,1.98001,0.451177,0.902354,0.143496,0.121371,-5.43853,-4.81773
"DENV1",1.25232,3.40013,0.0825131,0.902354,4.15688,1.74573,0.415688,0.831376,0.42968,0.25,-5.14101,-5.42391
"DENV1",1.41571,3.61823,0.0956608,0.798558,4.51177,1.80471,0.399279,0.798558,0.122382,0.12577,-5.67914,-4.46557
"DENV1",1.26365,3.15326,0.112703,0.82257,4.51177,1.80471,0.411285,0.82257,0.0657064,0.0822508,-5.80658,-5.75967
"DENV1",1.38132,3.56546,0.105626,0.857159,4.51177,1.80471,0.428571,0.857142,0.201673,0.174926,-5.4064,-4.48259
"DENV1",1.20235,3.31068,0.0928623,0.902354,5.05514,2.02206,0.451177,0.902354,0.152051,0.127225,-5.56213,-5.28624
"DENV1",1.27393,3.34787,0.102345,0.902354,5.14368,2.05747,0.451177,0.902354,0.142603,0.116504,-5.9298,-4.69429
"DENV1",1.16611,3.16742,0.0869181,1.0177,4.51178,2.03539,0.451177,0.902354,0.31788,0.199412,-5.76084,-5.81632
"DENV1",1.31018,3.43473,0.109366,0.918084,4.59042,1.83617,0.451177,0.902354,0.235311,0.182678,-5.31304,-4.79838
"DENV1",1.2883,3.42153,0.102729,0.934133,4.67066,1.86826,0.451178,0.902419,0.216025,0.17056,-5.68496,-4.94363
"DENV1",1.20944,3.29737,0.0928451,0.961225,4.80611,1.92245,0.451177,0.902518,0.354145,0.227618,-5.49314,-5.49216
"DENV1",1.34045,3.37377,0.115993,0.863239,4.30253,1.74162,0.422302,0.837771,0.242555,0.190077,-5.15125,-4.94158
"DENV1",1.53348,3.31783,0.119797,0.805693,4.1833,1.67334,0.307116,0.803388,0.738756,0.25,-4.21928,-5.46372
"DENV1",1.44974,3.42851,0.127024,0.76671,4.18335,1.6733,0.383393,0.766727,0.162454,0.164784,-5.24688,-4.69991
"DENV1",1.40402,3.46248,0.12257,0.83667,4.7517,1.90069,0.418335,0.83667,0.125897,0.107313,-5.28497,-4.50651
"DENV1",1.3159,3.4156,0.117895,0.83667,4.40356,1.76143,0.420892,0.880712,0.05,0.0622118,-4.7786,-5.07495
"DENV1",1.31029,3.27662,0.117774,0.83667,4.8567,1.94268,0.418335,0.83667,0.0816229,0.0705174,-5.52661,-5.05404
"DENV1",1.21595,3.08667,0.12974,0.836683,4.22552,1.69136,0.41966,0.83726,0.0934246,0.0898486,-5.64038,-5.64463
"DENV1",1.12816,3.17776,0.090263,0.83667,5.06386,2.02554,0.418335,0.83667,0.116402,0.0918846,-5.39345,-5.69095
"DENV1",1.53625,3.33968,0.112528,0.694283,3.36227,1.67333,0.3096,0.666627,0.907922,0.200149,-4.1186,-5.24836
"DENV1",1.23195,3.20744,0.106966,0.83667,4.88419,1.95368,0.418335,0.83667,0.0945761,0.0785314,-5.54382,-5.44023
"DENV1",1.34621,3.20191,0.139703,0.83667,4.63719,1.85488,0.418335,0.83667,0.0917548,0.084022,-5.01259,-5.06673
"DENV1",1.24494,3.12829,0.12826,0.820017,4.18335,1.67334,0.410008,0.820017,0.414043,0.249841,-5.08436,-5.54587
"DENV1",1.37508,2.95038,0.142774,1.02174,4.18335,2.04349,0.418335,0.83667,0.151099,0.115958,-4.7282,-5.23344
"DENV1",1.42291,3.32303,0.144941,0.836694,4.70124,1.88392,0.418351,0.836925,0.0642008,0.0635895,-4.20266,-4.79515
"DENV1",1.35124,3.25399,0.1295,0.892055,4.40782,1.76335,0.418403,0.84593,0.268136,0.202762,-5.74035,-5.06121
"DENV1",1.27975,3.17337,0.127247,0.839533,4.43006,1.77203,0.418335,0.83667,0.407672,0.25,-4.41736,-5.53297
"DENV1",1.61822,3.61161,0.131154,0.701839,4.18335,1.67334,0.350921,0.704943,0.117954,0.133487,-5.67622,-4.33826
"DENV1",1.27826,3.28185,0.116628,0.83659,4.13826,1.67334,0.418257,0.831863,0.0838926,0.0892357,-5.37526,-5.31689
"DENV1",1.54158,3.56337,0.14409,0.789633,4.18335,1.67334,0.394817,0.789633,0.05,0.0693576,-5.41202,-4.0327
"DENV1",1.31935,3.23813,0.130102,0.83667,4.44136,1.77654,0.418335,0.83667,0.0893528,0.0865459,-5.13352,-5.23395
"DENV1",1.31329,3.21333,0.118585,0.761258,4.18335,1.67331,0.380629,0.761259,0.0764714,0.0861428,-5.20596,-5.68995
"DENV1",1.189,3.26447,0.0958006,0.83667,4.60335,1.84134,0.418335,0.83667,0.15696,0.132968,-5.55908,-5.70176
"DENV1",1.40217,3.08868,0.144414,0.974005,4.87001,1.94801,0.418335,0.836672,0.376704,0.224084,-4.53738,-5.20437
"DENV1",1.67767,3.66258,0.118251,0.636894,4.18335,1.67334,0.318447,0.636894,0.05,0.0775203,-5.21362,-4.92679
"DENV1",1.23394,3.14793,0.121272,0.833808,4.18335,1.67334,0.414778,0.829557,0.37211,0.246296,-4.61771,-5.67661
"DENV1",1.58814,3.20094,0.105774,0.704435,2.56785,1.67328,0.291086,0.558467,0.806753,0.24891,-4.78922,-5.1037
"DENV1",1.48072,3.71471,0.126922,0.559678,4.18335,1.67334,0.358605,0.705133,0.19609,0.249616,-5.74846,-4.62228
"DENV1",1.30205,3.21884,0.129768,0.83667,4.33302,1.73321,0.418335,0.83667,0.0842042,0.0836375,-5.43932,-5.03283
"DENV1",1.24943,3.18576,0.112061,0.83667,5.2878,2.11512,0.418335,0.83667,0.107025,0.0786263,-5.59037,-5.1087
"DENV1",1.27596,3.24765,0.128414,0.83667,4.40178,1.76071,0.440178,0.83667,0.0656283,0.0690264,-5.66043,-5.13524
"DENV1",1.54277,3.49488,0.120607,0.673355,4.18335,1.66422,0.337028,0.677844,0.0716988,0.0908875,-5.20774,-5.07566
"DENV1",1.43793,3.76947,0.116924,0.510176,4.18334,1.57852,0.359759,0.64147,0.0501296,0.0856394,-5.29207,-4.78344
"DENV1",1.39475,3.39025,0.131359,0.83667,4.42479,1.76991,0.418335,0.83667,0.138482,0.125174,-5.36523,-4.64171
"DENV1",1.3413,3.10762,0.115556,0.83667,4.02796,1.67334,0.371568,0.743136,0.622266,0.25,-5.27169,-5.74385
"DENV1",1.33103,2.91896,0.137942,1.01361,4.18335,1.986,0.418335,0.83667,0.105367,0.0852233,-5.05349,-5.4723
"DENV1",1.41683,3.47882,0.121148,0.83667,5.16708,2.04247,0.418335,0.836671,0.14916,0.114661,-4.96885,-4.401
"DENV1",1.30147,3.23899,0.121625,0.83667,4.84372,1.93749,0.418335,0.83667,0.091478,0.0809289,-4.88846,-5.06549
"DENV1",1.45324,3.44175,0.134834,0.791976,4.18334,1.67334,0.395988,0.792027,0.148395,0.14593,-5.71637,-4.3891
"DENV1",1.34235,3.14422,0.141173,0.83667,4.91291,1.96516,0.418335,0.83667,0.0707659,0.062231,-5.14196,-5.30603
"DENV1",1.36215,3.27552,0.119967,0.747188,4.18335,1.67334,0.373594,0.747188,0.684522,0.247352,-5.09276,-5.47928
"DENV1",1.43867,3.40003,0.138895,0.791616,4.18335,1.67334,0.395808,0.791616,0.548395,0.229043,-3.99658,-4.47916
"DENV1",1.29414,3.16203,0.133465,0.836671,4.52041,1.80816,0.418335,0.83667,0.493968,0.249811,-4.40915,-5.45503
"DENV1",1.32058,3.08232,0.13418,0.921112,4.60556,1.84222,0.418335,0.83667,0.314569,0.223916,-4.97932,-5.47781
"DENV1",1.4135,3.4359,0.127875,0.83667,4.78165,1.91266,0.418335,0.83667,0.113856,0.0978347,-5.3958,-4.4339
"DENV1",1.24921,3.08954,0.163587,0.83667,5.20186,2.08074,0.501817,0.836674,0.0975499,0.0723259,-5.23153,-5.26881
"DENV1",1.28982,3.20214,0.134972,0.833264,4.18335,1.67334,0.416632,0.833264,0.586611,0.207059,-4.37085,-5.10248
"DENV1",1.25073,3.17152,0.122822,0.830589,4.18335,1.67334,0.413754,0.827508,0.429712,0.25,-4.51198,-5.5528
"DENV1",1.29925,3.0845,0.122631,0.83667,3.84763,1.67334,0.384763,0.776379,0.524892,0.25,-4.43599,-5.521
"DENV1",1.28823,3.32201,0.154553,0.836783,5.19266,2.07707,0.518394,0.88655,0.0557713,0.0500168,-4.2785,-4.62448
"DENV1",1.37412,3.38524,0.127291,0.83667,4.31752,1.72701,0.418335,0.83667,0.05,0.0615539,-5.58395,-4.89143
"DENV1",1.29178,3.14616,0.133695,0.903947,4.50693,1.87712,0.433356,0.886549,0.295729,0.202978,-4.40732,-5.37571
"DENV1",1.56411,3.30451,0.155848,0.992766,4.96292,1.98408,0.418654,0.836688,0.389586,0.211154,-4.37012,-4.31848
"DENV1",1.27408,3.42882,0.103683,0.837987,4.18335,1.67335,0.419146,0.838289,0.381201,0.232887,-5.49612,-5.22056
"DENV1",1.37103,3.2543,0.139245,0.83667,4.65877,1.86351,0.418335,0.83667,0.128695,0.11435,-5.2606,-5.05913
"DENV1",1.30058,3.17743,0.139137,0.836679,4.77088,1.90835,0.429454,0.864371,0.0542666,0.0549877,-4.83103,-5.44159
"DENV1",1.21987,3.20451,0.102367,0.83667,5.265,2.106,0.418335,0.83667,0.132566,0.101589,-5.55309,-5.46194
"DENV1",1.22867,3.24959,0.149166,0.836673,5.03142,2.01897,0.504743,0.918659,0.0528325,0.05,-4.70431,-5.01057
"DENV1",1.30078,3.16034,0.10939,0.986995,4.18342,1.8974,0.421015,0.836712,0.303815,0.185148,-4.79841,-5.2033
"DENV1",1.45625,3.21556,0.163212,0.83667,5.23954,2.09581,0.418335,0.83667,0.0686446,0.0557957,-4.83232,-4.90977
"DENV1",1.25346,3.01744,0.148815,1.02265,4.76106,2.0483,0.5121,0.891696,0.0514943,0.0506339,-4.29575,-5.13667
"DENV1",1.30771,3.2553,0.120408,0.802311,4.18335,1.67334,0.401155,0.802311,0.05,0.0633276,-5.25777,-5.43486
"DENV1",1.1258,3.15713,0.0888472,0.83667,5.39279,2.15712,0.418335,0.83667,0.147379,0.110498,-5.60975,-5.75704
"DENV1",1.29302,3.34472,0.107818,0.83667,4.84539,1.93815,0.418335,0.83667,0.11432,0.0969138,-5.1754,-5.11347
"DENV1",1.35046,3.56193,0.108744,0.83667,5.27615,1.67334,0.418335,0.836671,0.179374,0.131452,-5.27748,-4.92753
"DENV1",1.15008,3.13287,0.0993196,0.83667,5.19159,2.07664,0.418335,0.83667,0.133093,0.0979357,-6.0381,-5.3324
"DENV1",1.47208,3.47683,0.122265,0.671312,4.18335,1.67186,0.36492,0.686135,0.110703,0.129969,-5.67206,-4.99053
"DENV1",1.21582,3.23443,0.104421,0.836678,5.27458,2.10339,0.433543,0.83671,0.0782746,0.0665194,-5.13363,-5.38464
"DENV1",1.18857,3.15075,0.100681,0.83667,5.13194,2.05277,0.418335,0.83667,0.106487,0.0876925,-5.08777,-5.75001
"DENV1",1.43382,3.45273,0.132993,0.81049,4.18335,1.67334,0.405245,0.81049,0.138905,0.132769,-5.54379,-4.35641
"DENV1",1.1363,3.24332,0.0853861,0.83667,5.20505,2.08202,0.418335,0.83667,0.160316,0.121754,-5.9677,-5.72623
"DENV1",1.40175,3.4053,0.125796,0.799101,4.18335,1.67334,0.39955,0.7991,0.05,0.0648344,-5.31302,-4.84346
"DENV1",1.38064,2.99532,0.14297,1.00453,4.18335,2.00759,0.418467,0.836842,0.127192,0.101551,-5.11595,-5.17807
"DENV1",1.50983,3.46364,0.125586,0.71027,4.17848,1.67334,0.355135,0.714842,0.109032,0.121452,-5.34702,-4.8653
"DENV1",1.26408,3.11059,0.102792,0.996618,4.264,1.99328,0.418335,0.83667,0.133596,0.103781,-4.86806,-5.37125
"DENV1",1.4124,3.30368,0.129534,1.04143,5.24643,1.67353,0.418949,0.880212,0.055669,0.0554555,-4.62078,-4.90801
"DENV1",1.48921,3.41627,0.151067,0.83667,4.70378,1.88151,0.418335,0.83667,0.134755,0.11502,-5.28332,-4.24301
"DENV1",1.41521,3.23197,0.14978,0.83667,5.05645,2.02258,0.418335,0.83667,0.0526621,0.05,-4.76297,-5.16413
"DENV1",1.39591,3.20384,0.148396,0.870561,4.83234,1.93288,0.422204,0.836683,0.409111,0.232855,-4.12041,-5.01318
"DENV1",1.31917,3.165,0.137611,0.83667,4.67925,1.8717,0.418335,0.83667,0.273392,0.214219,-5.54423,-5.4322
"DENV1",1.42952,3.0392,0.148608,1.01595,4.5094,2.03191,0.418342,0.83667,0.230019,0.162706,-4.61128,-4.97864
"DENV1",1.41893,3.41954,0.130499,0.83667,4.8269,1.93076,0.418335,0.83667,0.110318,0.0947374,-4.40172,-4.42068
"DENV1",1.43253,3.40989,0.130939,0.782959,4.18335,1.67334,0.39148,0.782959,0.05,0.0654024,-4.79639,-4.70295
"DENV1",1.27751,3.34799,0.104501,0.863905,4.8447,1.90955,0.418336,0.852255,0.170856,0.130986,-5.03299,-5.21008
"DENV1",1.48587,3.09045,0.154408,1.03881,5.19414,2.07766,0.418335,0.83667,0.0870174,0.0698032,-4.66827,-5.07267
"DENV1",1.21012,3.10379,0.118559,0.833186,4.18312,1.67158,0.412545,0.825914,0.371209,0.25,-4.64566,-5.90921
"DENV1",1.27732,3.57058,0.0940424,0.83667,4.20907,1.68363,0.418335,0.83667,0.13297,0.119335,-5.68624,-4.97336
"DENV1",1.19593,3.29672,0.0938092,0.83667,5.08195,2.03278,0.418335,0.83667,0.158375,0.120515,-5.5852,-5.16037
"DENV1",1.22768,3.23483,0.101552,0.83667,5.00665,2.00266,0.418335,0.83667,0.12561,0.102842,-5.17007,-5.54735
"DENV1",1.68286,3.90787,0.120012,0.507937,4.18335,1.67334,0.33622,0.564765,0.0981899,0.145142,-5.19283,-4.47909
"DENV1",1.30838,3.37635,0.159311,0.83667,5.16419,2.06568,0.464193,1.03284,0.0507864,0.05,-4.45328,-4.81339
"DENV1",1.30015,3.3657,0.107339,0.83667,5.00147,1.99546,0.418336,0.838436,0.132957,0.108233,-4.83806,-5.01897
"DENV1",1.10547,3.01973,0.101551,0.885199,4.49125,1.84104,0.436937,0.85315,0.114133,0.103465,-5.02637,-4.64932
"DENV1",1.45706,3.24863,0.140518,0.95291,4.23067,1.90965,0.418525,0.836671,0.310888,0.193975,-4.16562,-4.51307
"DENV1",1.39621,3.43286,0.127369,0.83667,4.40306,1.76122,0.418335,0.83667,0.14213,0.12691,-4.93378,-4.57859
"DENV1",1.2469,3.19685,0.106882,0.83667,5.18166,2.07267,0.418335,0.83667,0.0924657,0.0747862,-5.36837,-5.50092
"DENV1",1.32988,3.30959,0.120973,0.810867,4.18335,1.67334,0.405433,0.810867,0.05,0.0644418,-5.42283,-5.2585
"DENV1",1.23578,3.24671,0.102882,0.83667,5.19901,2.07961,0.418335,0.83667,0.093299,0.0778597,-5.26272,-5.3428
"DENV1",1.19434,3.07835,0.10722,0.888756,4.61836,1.87028,0.421101,0.837847,0.106281,0.0948562,-5.04086,-4.69644
"DENV1",1.33848,3.43512,0.108618,0.804131,4.18331,1.67334,0.402093,0.804131,0.0887957,0.0945359,-5.49385,-4.99602
"DENV1",1.3796,3.28074,0.139316,0.83667,4.59719,1.83888,0.418335,0.83667,0.128653,0.114776,-5.23074,-4.92738
"DENV1",1.18601,3.07925,0.144414,0.83667,4.91095,1.96438,0.491095,0.857961,0.0826962,0.0703811,-4.97495,-5.62713
"DENV1",1.28033,3.50042,0.107352,0.836976,4.66263,1.67649,0.432518,0.858271,0.0529522,0.0571149,-4.88853,-5.14231
"DENV1",1.18622,3.19146,0.0985927,0.83667,5.18641,2.07456,0.418335,0.83667,0.13399,0.102831,-5.63164,-5.52639
"DENV1",1.73061,3.60432,0.110317,0.654999,4.18335,1.67334,0.296058,0.592117,0.0566249,0.0923319,-5.00046,-5.37232
"DENV1",1.29671,3.2906,0.116795,0.83667,4.56897,1.82759,0.418335,0.83667,0.108995,0.0987097,-5.31101,-5.09314
"DENV1",1.40454,3.33885,0.120039,0.739855,4.18335,1.67334,0.369927,0.739855,0.05,0.0684932,-5.3135,-5.3273
"DENV1",1.38655,3.44353,0.124383,0.828533,4.18335,1.67334,0.414267,0.828533,0.05,0.065002,-4.87975,-4.77447
"DENV1",1.29596,3.03733,0.128038,0.930803,4.22774,1.8616,0.418335,0.836671,0.303494,0.210562,-4.44567,-5.57116
"DENV1",1.62663,3.24435,0.112934,0.836667,3.26906,1.63551,0.285819,0.698298,0.612952,0.249999,-4.08166,-5.08088
"DENV1",1.29523,3.31238,0.112034,0.83667,4.89354,1.95741,0.418335,0.83667,0.0981782,0.0858255,-4.69285,-5.04531
